,congruent,diffBelief,diffBeliefAbs,diffUncertainty,diffUncertaintyAbs,nDataShown,postBelief,postUncertainty,postUncertaintyLower,postUncertaintyUpper,preBelief,preUncerainty,preUncertaintyLower,preUncertaintyUpper,usertoken,varindex,vars,visGroup
3187,true,0.0,0.0,0.07363871727504057,0.07363871727504057,10,-1,1.03951744756526,-1,0.03951744756525999,-1,1.1131561648403006,-1,0.11315616484030055,01srDn4g,15,"Height
College GPA",line
3188,false,0.4256186698015636,0.4256186698015636,1.5326820873821172,1.5326820873821172,100,0.48509457032896086,0.28830446208466776,0.3409423392866271,0.6292468013712949,0.9107132401305245,1.820986549466785,-0.820986549466785,1,eWp32Fg4,0,"Annual carbon emissions
Global temperature increase",hop
3189,false,-0.9925842487252177,0.9925842487252177,0.1330150120870246,0.1330150120870246,100,0.28005883261982967,0.4419341557021994,0.059091754768729965,0.5010259104709294,-0.712525416105388,0.574949167789224,-0.42505083221077605,-1,eWp32Fg4,1,"Immigrant population
Crime rate",hop
3190,true,0.37629102780061974,0.37629102780061974,-0.47477419180996594,0.47477419180996594,100,0.6056154904624189,0.4936554730826599,0.35878775392108886,0.8524432270037487,0.9819065182630387,0.01888128127269395,0.9724658776266917,0.9913471588993856,eWp32Fg4,2,"Amount of rainfall
Number of sunny days",hop
3191,true,-1.0277611720573523,1.0277611720573523,-0.8581228532354976,0.8581228532354976,100,0.3534601337839387,1.58080177376585,-0.58080177376585,1,-0.6743010382734136,0.7226789205303523,-0.2773210794696477,-1,eWp32Fg4,3,"Proportion of residents in poverty
Crime rate",hop
3192,true,-1.0714881602221278,1.0714881602221278,-0.010274609395849232,0.010274609395849232,100,0.07148816022212778,0.39351983194907536,-0.1252717557524099,0.26824807619666546,-1,0.38324522255322613,-0.6167547774467739,-1,eWp32Fg4,4,"Avg. hours on social media
Avg. hours of sleep",hop
3193,true,-0.7231622499039496,0.7231622499039496,-1.238395211537186,1.238395211537186,10,-0.16600296206462867,1.4351851726562097,-0.8835955483927336,0.5515896242634761,-0.8891652119685782,0.1967899611190238,-0.7907702314090663,-0.9875601925280901,eWp32Fg4,5,"Height
College GPA",hop
3194,true,-0.11479578739675311,0.11479578739675311,0.345861983912757,0.345861983912757,100,-0.29774290058303543,0.6240001698319151,-0.6097429854989929,0.014257184332922224,-0.41253868797978854,0.9698621537446721,-0.8974697648521246,0.07239238889254751,eWp32Fg4,6,"Avg. hours on social media
Depression severity",hop
3195,false,0.4134232555785411,0.4134232555785411,-0.034593280653043346,0.034593280653043346,10,0.5865767444214589,0.034593280653043346,0.5692801040949373,0.6038733847479807,1,0.0,1,1,eWp32Fg4,7,"Number of religious population
racial diversity",hop
3196,false,0.10594686784213508,0.10594686784213508,0.036233591394351006,0.036233591394351006,10,-0.38519304545931576,0.16507320119390895,-0.3026564448623612,-0.46772964605627015,-0.2792461776171807,0.20130679258825995,-0.17859278132305073,-0.3798995739113107,eWp32Fg4,8,"College GPA
Post-college income",hop
3197,true,1.2670929044970765,1.2670929044970765,0.08026358658623273,0.08026358658623273,10,-0.390835138106143,0.16722088063190016,-0.3072246977901929,-0.47444557842209306,0.8762577663909334,0.2474844672181329,0.7525155327818671,1,eWp32Fg4,9,"Number traffic violations
Car insurance premium",hop
3198,false,-1.9698889131783044,1.9698889131783044,0.07827286005317102,0.07827286005317102,10,0.9698889131783044,0.24964212464262303,0.750357875357377,1,-1,0.32791498469579405,-0.672085015304206,-1,eWp32Fg4,10,"Homeless population
Uninsured population",hop
3199,false,-1.736717534089846,1.736717534089846,-0.38371949732061017,0.38371949732061017,100,0.736717534089846,0.38371949732061017,0.5448577854295409,0.9285772827501511,-1,0.0,-1,-1,eWp32Fg4,11,"Minimum wage
Unemployment rate",hop
3200,false,-0.10487388410300924,0.10487388410300924,-0.3362548590207537,0.3362548590207537,100,-0.8951261158969908,0.8013551046851177,-0.19864489531488227,-1,-1,0.46510024566436403,-0.534899754335636,-1,eWp32Fg4,12,"Number of movies attended
Amount red meat eaten",hop
3201,false,0.34913066306843143,0.34913066306843143,-0.15026889789916953,0.15026889789916953,10,-1,1.1503589370891916,-1,0.15035893708919157,-0.6508693369315686,1.000090039190022,-1,0.00009003919002203986,eWp32Fg4,13,"Years of education
Income",hop
3202,true,0.6660686253451304,0.6660686253451304,1.1228428446319638,1.1228428446319638,10,0.33393137465486955,0.8771571553680362,-0.10464720302914854,0.7725099523388876,1,2.0,-1,1,eWp32Fg4,14,"Parental income
Children's SAT scores",hop
3203,true,-1.459716436203494,1.459716436203494,-0.8527717526862986,0.8527717526862986,10,0.459716436203494,1.2756100334435472,-0.2756100334435472,1,-1,0.4228382807572486,-0.5771617192427514,-1,eWp32Fg4,15,"Hours of TV watched in a month
Number of books read in a month",hop
3204,true,1.0126736385317827,1.0126736385317827,0.3197672776331695,0.3197672776331695,100,-0.4297167029934696,1.0735468483630703,-0.9664901271750048,0.10705672118806553,0.5829569355383131,1.3933141259962398,-0.39331412599623977,1,MWtAeLCd,0,"Amount of rainfall
Number of sunny days",line
3205,false,0.9797692254276256,0.9797692254276256,0.034701492205431395,0.034701492205431395,100,-0.7503957639378502,0.4992084721242993,-0.5007915278757007,-1,0.22937346148977533,0.5339099643297307,-0.03758152067509002,0.4963284436546407,MWtAeLCd,1,"Annual carbon emissions
Global temperature increase",line
3206,false,1.5596921633751735,1.5596921633751735,0.11768431939145185,0.11768431939145185,10,-0.7445885671581736,1.0576248986048102,-1,0.05762489860481024,0.8151035962169999,1.175309217996262,-0.1753092179962621,1,MWtAeLCd,2,"College GPA
Post-college income",line
3207,false,-1.4464704898270209,1.4464704898270209,0.00399859309755457,0.00399859309755457,100,0.5159967371570195,1.077625003611206,-0.07762500361120606,1,-0.9304737526700013,1.0816235967087606,-1,0.08162359670876063,MWtAeLCd,3,"Number of movies attended
Amount red meat eaten",line
3208,true,-0.35074054539084143,0.35074054539084143,0.029156380270834337,0.029156380270834337,10,-0.19725465837742862,0.9533614291573795,-0.6739353729561186,0.27942605620126093,-0.54799520376827,0.9825178094282139,-0.01748219057178607,-1,MWtAeLCd,4,"Height
College GPA",line
3209,false,-2.0,2.0,0.06635830081717353,0.06635830081717353,10,1,0.7896484655234237,0.21035153447657629,1,-1,0.8560067663405972,-0.14399323365940275,-1,MWtAeLCd,5,"Years of education
Income",line
3210,true,2.0,2.0,0.1767575009990654,0.1767575009990654,100,-1,1.0014961679890633,-1,0.0014961679890632684,1,1.1782536689881287,-0.17825366898812867,1,MWtAeLCd,6,"Avg. hours on social media
Depression severity",line
3211,false,-1.3380284327979448,1.3380284327979448,0.1643926266520137,0.1643926266520137,100,0.5240038617504603,0.837894901509673,0.1050564109956238,0.9429513125052968,-0.8140245710474845,1.0022875281616868,-1,0.002287528161686758,MWtAeLCd,7,"Immigrant population
Crime rate",line
3212,true,0.8724812860764999,0.8724812860764999,-0.3703128516134231,0.3703128516134231,100,-0.5504137129474498,1.1033280654031838,-1,0.10332806540318384,0.3220675731290501,0.7330152137897608,-0.044440033765830445,0.6885751800239304,MWtAeLCd,8,"Avg. hours on social media
Avg. hours of sleep",line
3213,true,-0.04682175516724074,0.04682175516724074,0.17269421507529126,0.17269421507529126,10,-0.30214761183655886,0.6118069396121617,-0.6080510816426397,0.0037558579695220473,-0.3489693670037996,0.784501154687453,-0.741219944347526,0.043281210339926934,MWtAeLCd,9,"Hours of TV watched in a month
Number of books read in a month",line
3214,true,1.347748519874046,1.347748519874046,-0.20307031684982202,0.20307031684982202,10,-0.5504470601663685,0.9419915253322286,-0.058008474667771315,-1,0.7973014597076775,0.7389212084824066,0.2610787915175934,1,MWtAeLCd,10,"Parental income
Children's SAT scores",line
3215,false,-1.6121490983723905,1.6121490983723905,-0.169356237640504,0.169356237640504,100,0.9418058914001362,0.8286698236959951,0.17133017630400493,1,-0.6703432069722544,0.6593135860554911,-0.34068641394450894,-1,MWtAeLCd,11,"Minimum wage
Unemployment rate",line
3216,false,-0.8665702877411217,0.8665702877411217,0.3318009260170498,0.3318009260170498,10,0.42845351739744797,0.7619504867323623,0.04747827403126692,0.8094287607636292,-0.4381167703436737,1.0937514127494121,-0.9849924767183798,0.10875893603103237,MWtAeLCd,12,"Number of religious population
racial diversity",line
3217,true,-0.23860784837150062,0.23860784837150062,0.31943275363406487,0.31943275363406487,10,-0.3376680692752425,0.636860987375242,-0.019237575587621514,-0.6560985629628635,-0.5762759176467431,0.9562937410093069,-0.04370625899069319,-1,MWtAeLCd,13,"Number traffic violations
Car insurance premium",line
3218,true,-1.6502049884518735,1.6502049884518735,0.2820985280954045,0.2820985280954045,100,0.9626683401737075,0.6775284452393007,0.32247155476069933,1,-0.687536648278166,0.9596269733347051,-0.04037302666529485,-1,MWtAeLCd,14,"Proportion of residents in poverty
Crime rate",line
3219,false,-1.5231944952946679,1.5231944952946679,0.10868702553314069,0.10868702553314069,10,0.5330371228766466,0.935373190198806,0.06462680980119395,1,-0.9901573724180213,1.0440602157319467,-1,0.04406021573194674,MWtAeLCd,15,"Homeless population
Uninsured population",line
3220,true,-0.06783638487866472,0.06783638487866472,0.11190167069813972,0.11190167069813972,10,1,0.002950984014897795,0.9970490159851022,1,0.9321636151213353,0.11485265471303752,0.8747372877648167,0.9895899424778543,wCT8S9P4,0,"Number traffic violations
Car insurance premium",band
3221,false,-1.3337248123749912,1.3337248123749912,0.328250665762225,0.328250665762225,100,0.747224392430301,0.006864584944129337,0.7437920999582364,0.7506566849023657,-0.5865004199446902,0.33511525070635434,-0.418942794591513,-0.7540580452978674,wCT8S9P4,1,"Minimum wage
Unemployment rate",band
3222,true,-0.1694449931232569,0.1694449931232569,0.18267585864282232,0.18267585864282232,100,0.29408915533525937,0.06358917997292735,0.2622945653487956,0.32588374532172293,0.12464416221200247,0.24626503861574967,0.0015116429041277524,0.24777668151987742,wCT8S9P4,2,"Amount of rainfall
Number of sunny days",band
3223,false,0.7942499054114349,0.7942499054114349,-0.2629813966671022,0.2629813966671022,10,-0.3669065405303656,0.5764847157085797,-0.07866418267607567,-0.6551488983846554,0.4273433648810694,0.31350331904147755,0.2705917053603306,0.5840950244018082,wCT8S9P4,3,"Homeless population
Uninsured population",band
3224,false,1.1778530288435647,1.1778530288435647,-0.18149756668887052,0.18149756668887052,10,-0.7652206277359304,0.35096287992459074,-0.5897391877736351,-0.9407020676982258,0.41263240110763433,0.16946531323572023,0.3278997444897742,0.49736505772549444,wCT8S9P4,4,"Number of religious population
racial diversity",band
3225,false,1.1698604828624894,1.1698604828624894,0.16458444352338314,0.16458444352338314,100,-0.6613620259322384,0.4164949557269018,-0.4531145480687874,-0.8696095037956892,0.5084984569302511,0.581079399250285,0.21795875730510872,0.7990381565553937,wCT8S9P4,5,"Annual carbon emissions
Global temperature increase",band
3226,true,1.0408521397556914,1.0408521397556914,0.3007330023390129,0.3007330023390129,10,-0.4922189423846958,0.6180508713205248,-0.1831935067244333,-0.8012443780449581,0.5486331973709955,0.9187838736595377,0.08121612634046227,1,wCT8S9P4,6,"Height
College GPA",band
3227,true,0.31770759847540986,0.31770759847540986,0.5918082855881437,0.5918082855881437,100,0.4375883975243624,0.10193804845468946,0.3866193732970178,0.48855742175170724,0.7552959959997723,0.6937463340428331,0.30625366595716685,1,wCT8S9P4,7,"Avg. hours on social media
Depression severity",band
3228,true,-0.2486638400708403,0.2486638400708403,0.07574133612502454,0.07574133612502454,100,0.5812364898010474,0.12607218119210617,0.5182003992049942,0.6442725803971003,0.33257264973020706,0.2018135173171307,0.23166589107164182,0.4334794083887725,wCT8S9P4,8,"Avg. hours on social media
Avg. hours of sleep",band
3229,false,0.5734934424257159,0.5734934424257159,-0.02691696059635973,0.02691696059635973,10,-0.16055610311122231,0.2984301492464385,-0.011341028488003113,-0.3097711777344416,0.4129373393144935,0.2715131886500788,0.2771807449894541,0.5486939336395329,wCT8S9P4,9,"Years of education
Income",band
3230,true,-0.12125184355455221,0.12125184355455221,-0.019318878109121806,0.019318878109121806,100,0.40102548547212935,0.22635759886419748,0.2878466860400306,0.5142042849042281,0.27977364191757714,0.20703872075507568,0.1762542815400392,0.38329300229511487,wCT8S9P4,10,"Proportion of residents in poverty
Crime rate",band
3231,true,0.17976973654320805,0.17976973654320805,-0.02919078669872399,0.02919078669872399,10,0.2149350992464516,0.15245986774040166,0.13870516537625077,0.2911650331166524,0.39470483578965965,0.12326908104167766,0.3330702952688209,0.4563393763104986,wCT8S9P4,11,"Hours of TV watched in a month
Number of books read in a month",band
3232,false,0.39228455707968646,0.39228455707968646,0.40392379097757236,0.40392379097757236,100,0.22589301703075804,0.3968609103515921,0.02746256185496221,0.4243234722065543,0.6181775741104445,0.8007847013291645,0.19921529867083554,1,wCT8S9P4,12,"Number of movies attended
Amount red meat eaten",band
3233,false,1.2277968492131952,1.2277968492131952,0.08104830277776709,0.08104830277776709,100,-0.8627650227096335,0.4251940107969505,-0.5748059892030495,-1,0.3650318265035617,0.5062423135747176,0.11191066971620267,0.6181529832909203,wCT8S9P4,13,"Immigrant population
Crime rate",band
3234,false,1.1732838986206455,1.1732838986206455,-0.5444405629045379,0.5444405629045379,10,-0.7804868590443763,0.8184067922179072,-0.18159320778209276,-1,0.3927970395762692,0.27396622931336934,0.25581392491958455,0.5297801542329539,wCT8S9P4,14,"College GPA
Post-college income",band
3235,true,-0.13745875689640075,0.13745875689640075,-0.13777914210598174,0.13777914210598174,10,0.5838030418156264,0.48415707944580877,0.341724502092722,0.8258815815385308,0.4463442849192256,0.346377937339827,0.2731553162493119,0.6195332535891389,wCT8S9P4,15,"Parental income
Children's SAT scores",band
3236,false,0.0,0.0,-1.4743844711075977,1.4743844711075977,10,-1,1.4743844711075977,-1,0.47438447110759774,-1,0.0,-1,-1,TVha5NDT,0,"Homeless population
Uninsured population",line
3237,true,0.0,0.0,-1.3136329244481353,1.3136329244481353,100,-1,1.3136329244481353,-1,0.3136329244481353,-1,0.0,-1,-1,TVha5NDT,1,"Proportion of residents in poverty
Crime rate",line
3238,true,0.34425469012810317,0.34425469012810317,2.0,2.0,10,0.6557453098718968,0.0,0.6557453098718968,0.6557453098718968,1,2.0,-1,1,TVha5NDT,2,"Hours of TV watched in a month
Number of books read in a month",line
3239,true,0.965053066594671,0.965053066594671,0.7553160275458168,0.7553160275458168,100,-0.6276857872769994,0.7446284254460012,-0.2553715745539989,-1,0.33736727931767163,1.499944452991818,-0.499944452991818,1,TVha5NDT,3,"Avg. hours on social media
Depression severity",line
3240,false,0.1332585197057219,0.1332585197057219,-1.183980441600242,1.183980441600242,100,0.8667414802942781,1.183980441600242,-0.18398044160024196,1,1,0.0,1,1,TVha5NDT,4,"Minimum wage
Unemployment rate",line
3241,true,0.3815285473568819,0.3815285473568819,-0.41825936612097925,0.41825936612097925,10,-1,1.181316460834743,-1,0.18131646083474307,-0.6184714526431181,0.7630570947137638,-0.23694290528623624,-1,TVha5NDT,5,"Height
College GPA",line
3242,false,0.3775018572485822,0.3775018572485822,-0.4469004428887553,0.4469004428887553,10,-0.9263239255628755,1.3492563062601688,-1,0.3492563062601688,-0.5488220683142933,0.9023558633714135,-0.09764413662858651,-1,TVha5NDT,6,"Number of religious population
racial diversity",line
3243,false,0.0,0.0,-2.0,2.0,100,-1,2.0,-1,1,-1,0.0,-1,-1,TVha5NDT,7,"Immigrant population
Crime rate",line
3244,true,1.3393703073546355,1.3393703073546355,-0.0757625603720149,0.0757625603720149,100,-1,1.397021945662744,-1,0.39702194566274396,0.33937030735463547,1.321259385290729,-0.3212593852907291,1,TVha5NDT,8,"Avg. hours on social media
Avg. hours of sleep",line
3245,false,1.7038275140618953,1.7038275140618953,0.07194604777282532,0.07194604777282532,100,-1,1.9280539522271747,-1,0.9280539522271747,0.7038275140618953,2.0,-1,1,TVha5NDT,9,"Annual carbon emissions
Global temperature increase",line
3246,false,0.0,0.0,0.43808723577907194,0.43808723577907194,100,-1,1.561912764220928,-1,0.5619127642209281,-1,2.0,-1,1,TVha5NDT,10,"Number of movies attended
Amount red meat eaten",line
3247,true,0.5946539655570655,0.5946539655570655,-0.7511370924390259,0.7511370924390259,100,-1,1.9404450235531567,-1,0.9404450235531567,-0.40534603444293454,1.1893079311141308,-1,0.1893079311141308,TVha5NDT,11,"Amount of rainfall
Number of sunny days",line
3248,true,1.1635563684195418,1.1635563684195418,0.3271127368390836,0.3271127368390836,10,-0.1635563684195418,1.6728872631609164,-1,0.6728872631609164,1,2.0,-1,1,TVha5NDT,12,"Parental income
Children's SAT scores",line
3249,false,1.0060158750994412,1.0060158750994412,-0.35274433954889073,0.35274433954889073,10,-0.046525738006905515,1.906948523986189,-1,0.906948523986189,0.9594901370925357,1.5542041844372982,-0.5542041844372982,1,TVha5NDT,13,"Years of education
Income",line
3250,false,2.0,2.0,0.17930624269004247,0.17930624269004247,10,-1,1.3311662041657866,-1,0.33116620416578657,1,1.510472446855829,-0.510472446855829,1,TVha5NDT,14,"College GPA
Post-college income",line
3251,true,-0.04376432684449849,0.04376432684449849,-0.49055462363561,0.49055462363561,10,-0.9562356731555015,2.0,-1,1,-1,1.50944537636439,-1,0.50944537636439,TVha5NDT,15,"Number traffic violations
Car insurance premium",line
3252,false,0.6650052778429709,0.6650052778429709,-0.6040154352438327,0.6040154352438327,10,0.09794428748023498,0.7019239535289437,-0.2530176892842367,0.44890626424470703,0.7629495653232059,0.09790851828511093,0.7139953061806503,0.8119038244657613,25cNbRyd,0,"Years of education
Income",band
3253,true,-0.3280229857766117,0.3280229857766117,0.25610592203658245,0.25610592203658245,100,0.7970886119640859,0.13800936417266052,0.7280839298777557,0.8660932940504162,0.46906562618747416,0.39411528620924297,0.2720079830828528,0.6661232692920958,25cNbRyd,1,"Proportion of residents in poverty
Crime rate",band
3254,false,0.2103919781430017,0.2103919781430017,0.014670402995135223,0.014670402995135223,10,-0.17454018983686348,0.3598126044844232,-0.3544464920790751,0.005366112405348122,0.03585178830613822,0.3744830074795584,-0.151389715433641,0.22309329204591744,25cNbRyd,2,"College GPA
Post-college income",band
3255,false,0.39718646053952794,0.39718646053952794,-0.3666223391634966,0.3666223391634966,100,-0.36375243594023715,0.4032793438652875,-0.16211276400759345,-0.565392107872881,0.03343402459929079,0.036657004701790896,0.015105522248395342,0.05176252695018624,25cNbRyd,3,"Number of movies attended
Amount red meat eaten",band
3256,false,0.4536376297169775,0.4536376297169775,-0.18771392004965648,0.18771392004965648,100,0.3171008653698566,0.2767523774997962,0.1787246766199586,0.4554770541197548,0.7707384950868341,0.08903845745013972,0.7262192663617644,0.8152577238119041,25cNbRyd,4,"Annual carbon emissions
Global temperature increase",band
3257,false,-0.409111287594815,0.409111287594815,0.7913813539531975,0.7913813539531975,100,0.33746302825884844,0.0979875304524036,0.28846926303264664,0.38645679348505024,-0.07164825933596658,0.8893688844056011,-0.5163327015387671,0.37303618286683404,25cNbRyd,5,"Minimum wage
Unemployment rate",band
3258,false,0.30578349529971804,0.30578349529971804,0.14488400629272852,0.14488400629272852,100,-0.14426530674165194,0.46084019643399304,-0.3746854049586484,0.08615479147534466,0.1615181885580661,0.6057242027267216,-0.1413439128052949,0.46438028992142666,25cNbRyd,6,"Immigrant population
Crime rate",band
3259,true,0.451835030696817,0.451835030696817,0.6614090729322923,0.6614090729322923,100,-0.8654360664164655,0.054278097558324134,-0.8382970176373035,-0.8925751151956276,-0.4136010357196485,0.7156871704906165,-0.055757450474340386,-0.7714446209649568,25cNbRyd,7,"Avg. hours on social media
Avg. hours of sleep",band
3260,true,-0.03012679136261509,0.03012679136261509,0.19143133525715594,0.19143133525715594,10,0.08091522131984563,0.3492816508271499,-0.09372560409372932,0.2555560467334206,0.05078842995723054,0.5407129860843058,-0.21956806308492233,0.32114492299938346,25cNbRyd,8,"Height
College GPA",band
3261,true,0.4168215412604306,0.4168215412604306,0.1424741268128198,0.1424741268128198,100,-0.8904389970662048,0.21912200586759045,-0.7808779941324095,-1,-0.4736174558057742,0.36159613268041024,-0.29281938946556907,-0.6544155221459793,25cNbRyd,9,"Amount of rainfall
Number of sunny days",band
3262,true,0.5258087017950897,0.5258087017950897,-0.09507075425705525,0.09507075425705525,10,0.07001970816039549,0.758860803322166,-0.30941069350068773,0.44945010982147826,0.5958284099554851,0.6637900490651107,0.26393338542292977,0.9277234344880405,25cNbRyd,10,"Parental income
Children's SAT scores",band
3263,false,-0.47864832312706684,0.47864832312706684,0.23759796246420195,0.23759796246420195,10,0.42828356054520555,0.2235244634926814,0.31652132879886485,0.5400457922915463,-0.05036476258186129,0.46112242595688335,-0.28092597556030285,0.1801964503965805,25cNbRyd,11,"Homeless population
Uninsured population",band
3264,true,0.2549378556494799,0.2549378556494799,-0.3401443401584541,0.3401443401584541,10,0.602686768487749,0.4284842664604993,0.3884446352574993,0.8169289017179986,0.857624624137229,0.08833992630204524,0.8134546609862063,0.9017945872882516,25cNbRyd,12,"Number traffic violations
Car insurance premium",band
3265,true,0.15512423931104685,0.15512423931104685,-0.12570217457683452,0.12570217457683452,10,-0.47428487372907835,0.6643929740982735,-0.14208838667994161,-0.8064813607782151,-0.3191606344180315,0.538690799521439,-0.04981523465731197,-0.5885060341787509,25cNbRyd,13,"Hours of TV watched in a month
Number of books read in a month",band
3266,false,-0.33825159827140977,0.33825159827140977,0.0720280826198616,0.0720280826198616,10,0.25449255180125974,0.518677536941321,-0.004846216669400827,0.5138313202719202,-0.08375904647015003,0.5907056195611826,-0.37911185625074134,0.21159376331044122,25cNbRyd,14,"Number of religious population
racial diversity",band
3267,true,-0.37450476906159214,0.37450476906159214,0.5507659974664911,0.5507659974664911,100,0.8251315896435838,0.11328978379103383,0.7684866977480669,0.8817764815391007,0.45062682058199166,0.664055781257525,0.11859892995322929,0.7826547112107543,25cNbRyd,15,"Avg. hours on social media
Depression severity",band
3268,true,-0.9019298011025179,0.9019298011025179,1.9865171106992598,1.9865171106992598,10,0.508569396885785,0.013482889300740153,0.5018279522354148,0.5153108415361549,-0.3933604042167329,2.0,-1,1,dUnaIOUw,0,"Number traffic violations
Car insurance premium",hop
3269,false,0.45198827637429234,0.45198827637429234,0.0,0.0,100,-0.2796014870990157,2.0,-1,1,0.17238678927527662,2.0,-1,1,dUnaIOUw,1,"Annual carbon emissions
Global temperature increase",hop
3270,true,-0.3455416626111183,0.3455416626111183,0.0,0.0,100,0.664426773692312,2.0,-1,1,0.31888511108119366,2.0,-1,1,dUnaIOUw,2,"Avg. hours on social media
Depression severity",hop
3271,true,0.06285924874149096,0.06285924874149096,2.0,2.0,100,0.45639111186232895,0.0,0.45639111186232895,0.45639111186232895,0.5192503606038199,2.0,-1,1,dUnaIOUw,3,"Amount of rainfall
Number of sunny days",hop
3272,true,-0.20753296099770235,0.20753296099770235,0.0,0.0,10,0.6640433020867615,2.0,-1,1,0.4565103410890592,2.0,-1,1,dUnaIOUw,4,"Height
College GPA",hop
3273,false,0.547859839281293,0.547859839281293,0.0,0.0,10,-0.26385602974033806,2.0,-1,1,0.28400380954095494,2.0,-1,1,dUnaIOUw,5,"Number of religious population
racial diversity",hop
3274,false,0.5714359976042622,0.5714359976042622,0.0,0.0,100,-0.338634596363065,2.0,-1,1,0.2328014012411972,2.0,-1,1,dUnaIOUw,6,"Immigrant population
Crime rate",hop
3275,true,0.22645450733040762,0.22645450733040762,0.0,0.0,100,-0.4552026497299815,2.0,-1,1,-0.22874814239957386,2.0,-1,1,dUnaIOUw,7,"Avg. hours on social media
Avg. hours of sleep",hop
3276,false,0.9081172890788758,0.9081172890788758,0.0,0.0,100,-0.40461998214826167,2.0,-1,1,0.5034973069306141,2.0,-1,1,dUnaIOUw,8,"Minimum wage
Unemployment rate",hop
3277,false,0.8014001429448672,0.8014001429448672,0.0,0.0,100,-0.3995672527931608,2.0,-1,1,0.4018328901517063,2.0,-1,1,dUnaIOUw,9,"Number of movies attended
Amount red meat eaten",hop
3278,true,-0.2946773281967734,0.2946773281967734,0.0,0.0,100,0.6574042959063837,2.0,-1,1,0.3627269677096103,2.0,-1,1,dUnaIOUw,10,"Proportion of residents in poverty
Crime rate",hop
3279,false,0.249328998297631,0.249328998297631,0.0,0.0,10,0.26600189060297375,2.0,-1,1,0.5153308889006047,2.0,-1,1,dUnaIOUw,11,"Years of education
Income",hop
3280,false,0.542153095706001,0.542153095706001,0.0,0.0,10,-0.3128748974550275,2.0,-1,1,0.2292781982509735,2.0,-1,1,dUnaIOUw,12,"Homeless population
Uninsured population",hop
3281,false,-0.44546908271210955,0.44546908271210955,-1.259544127950639,1.259544127950639,10,0.41089705075982264,2.0,-1,1,-0.03457203195228692,0.740455872049361,-0.40479996797696755,0.33565590407239343,dUnaIOUw,13,"College GPA
Post-college income",hop
3282,true,-0.22702106714949455,0.22702106714949455,0.0,0.0,10,0.7421806846607113,2.0,-1,1,0.5151596175112167,2.0,-1,1,dUnaIOUw,14,"Parental income
Children's SAT scores",hop
3283,true,-0.05052959374504057,0.05052959374504057,0.0,0.0,10,-0.27275880632775906,2.0,-1,1,-0.32328840007279963,2.0,-1,1,dUnaIOUw,15,"Hours of TV watched in a month
Number of books read in a month",hop
3284,true,0.24020270426549106,0.24020270426549106,0.3172232062593021,0.3172232062593021,10,0.27018974085419,0.3039182780590781,0.11823060182465084,0.42214887988372896,0.5103924451196811,0.6211414843183802,0.19982170296049073,0.820963187278871,6y6EFhYe,0,"Parental income
Children's SAT scores",line
3285,true,0.44582799830092495,0.44582799830092495,-1.4991171490902653,1.4991171490902653,100,-0.579020892819682,1.9992162739116133,-1,0.9992162739116133,-0.1331928945187571,0.500099124821348,-0.3832424569294312,0.11685666789191673,6y6EFhYe,1,"Avg. hours on social media
Avg. hours of sleep",line
3286,true,0.280915180708907,0.280915180708907,0.3133915788383419,0.3133915788383419,10,0.49414569365875116,0.10645247576433503,0.44091945577658365,0.5473719315409187,0.7750608743676581,0.41984405460267693,0.5651388470663197,0.9849829016689966,6y6EFhYe,2,"Number traffic violations
Car insurance premium",line
3287,false,1.4670903732604388,1.4670903732604388,0.10032676085893066,0.10032676085893066,10,-0.9452840739246837,0.10943185215063234,-0.8905681478493677,-1,0.5218062993357551,0.209758613009563,0.41692699283097356,0.6266856058405366,6y6EFhYe,3,"Homeless population
Uninsured population",line
3288,true,-0.4217773297701474,0.4217773297701474,0.16327636332838735,0.16327636332838735,10,-0.37400799611176355,0.11230242786343059,-0.31785678218004826,-0.43015921004347885,-0.795785325881911,0.27557879119181794,-0.6579959302860021,-0.9335747214778201,6y6EFhYe,4,"Hours of TV watched in a month
Number of books read in a month",line
3289,true,0.31127448572575367,0.31127448572575367,-0.3982839533714557,0.3982839533714557,100,0.5234517533850889,0.9530964932298223,0.04690350677017774,1,0.8347262391108425,0.5548125398583665,0.44518746014163346,1,6y6EFhYe,5,"Proportion of residents in poverty
Crime rate",line
3290,false,-0.09249257502219765,0.09249257502219765,0.004870982817445135,0.004870982817445135,10,0.5926690554681364,0.31802310620371443,0.4336575023662792,0.7516806085699936,0.5001764804459388,0.32289408902115957,0.3387294359353592,0.6616235249565188,6y6EFhYe,6,"College GPA
Post-college income",line
3291,true,0.129257421872099,0.129257421872099,0.10650831364206959,0.10650831364206959,100,-0.4669254911473415,0.18833042305724085,-0.3727602796187211,-0.561090702675962,-0.3376680692752425,0.29483873669931043,-0.19024870092558727,-0.4850874376248977,6y6EFhYe,7,"Amount of rainfall
Number of sunny days",line
3292,false,0.09614694464186035,0.09614694464186035,-0.791714071730987,0.791714071730987,100,0.31951378256699536,1.0814503117622383,-0.22121137331412366,0.8602389384481146,0.4156607272088557,0.2897362400312513,0.27079260719323006,0.5605288472244814,6y6EFhYe,8,"Annual carbon emissions
Global temperature increase",line
